timestamp,1,2,3,4,6,7,13,14,16,19,20,21,23,25,26,28,label
2017-04-30 16:00,0.0,1.04999995232,151.77,44.39,36.53,146.8,33.63,145.09,31.53,7.0625,1.45000004768,30.35,37.99,2.3125,2.70000004768,144.77,0
2017-04-30 16:01,0.0,1.14999997616,147.73,47.37,34.29,147.67,32.38,148.6,30.8,7.0625,1.79999995232,29.8,36.42,2.75,3.09999990463,150.49,0
2017-04-30 16:02,0.0,1.04999995232,160.2,47.34,35.59,147.02,36.06,142.38,30.04,7.375,1.60000002384,30.74,41.47,2.5625,2.79999995232,145.55,0
2017-04-30 16:03,0.0,1.10000002384,160.58,47.92,36.51,164.66,34.26,142.81,30.43,7.75,1.64999997616,31.14,35.71,2.625,3.0,155.11,0
2017-04-30 16:04,0.0,1.10000002384,142.46,45.01,33.34,149.52,32.05,142.62,30.55,5.4375,1.70000004768,30.36,36.65,2.6875,3.04999995232,142.8,0
2017-04-30 16:05,0.0,1.10000002384,143.78,47.42,34.94,147.78,33.94,140.88,30.56,8.3125,1.5,30.61,33.47,2.75,2.90000009537,148.1,0
2017-04-30 16:06,0.0,1.04999995232,146.09,46.05,32.39,150.97,32.22,139.33,30.31,7.25,1.70000004768,29.37,35.25,2.625,3.25,144.94,0
2017-04-30 16:07,0.0,1.10000002384,147.95,48.12,32.97,152.44,35.52,140.38,29.0,7.5,1.75,29.49,33.86,2.75,3.0,144.32,0
2017-04-30 16:08,0.0,1.20000004768,139.48,43.71,33.9,146.59,33.72,146.07,29.43,8.5625,1.95000004768,29.57,38.58,2.75,3.25,141.81,0
2017-04-30 16:09,0.0,1.14999997616,152.01,46.69,35.36,150.74,34.46,142.88,28.64,8.0,1.5,30.21,36.33,2.6875,2.84999990463,144.91,0
2017-04-30 16:10,0.0,1.0,143.57,45.3,33.99,141.15,31.3,144.81,29.66,6.5625,1.70000004768,30.35,36.0,2.875,3.20000004768,143.38,0
2017-04-30 16:11,0.0,1.0,139.51,46.58,34.62,136.19,33.03,140.13,29.26,8.3125,1.75,30.36,34.1,2.625,3.29999995232,144.34,0
2017-04-30 16:12,0.0,1.14999997616,139.32,45.23,35.19,138.15,34.15,139.52,31.59,7.0,1.64999997616,30.48,33.9,2.8125,3.0,140.78,0
2017-04-30 16:13,0.0,1.10000002384,140.15,46.66,35.13,134.8,32.64,133.75,30.04,8.1875,1.85000002384,29.21,37.36,2.8125,3.40000009537,139.47,0
2017-04-30 16:14,0.0,1.25,140.92,44.5,32.99,140.31,34.27,130.11,29.26,6.625,1.75,29.13,33.87,2.75,3.25,133.58,0
2017-04-30 16:15,0.0,1.20000004768,136.88,45.3,33.47,130.75,31.32,127.98,29.63,7.625,1.75,29.78,38.34,2.75,3.09999990463,137.06,0
2017-04-30 16:16,0.0,1.10000002384,149.09,43.41,32.86,138.5,33.63,129.28,29.91,8.5625,1.85000002384,29.95,34.82,2.8125,3.34999990463,136.72,0
2017-04-30 16:17,0.0,1.04999995232,137.52,45.08,34.69,140.61,32.02,134.38,29.99,9.3125,2.09999990463,31.03,37.82,2.875,3.04999995232,133.11,0
2017-04-30 16:18,0.0,1.04999995232,134.78,44.13,34.94,135.88,34.11,134.55,29.54,7.875,1.95000004768,30.53,33.95,3.0,3.20000004768,145.43,0
